file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
kaydasheva_s000336,0.0,11.8408125,corpus,-43.64046333931588,-43.81483543750851,6.764979986972906,19.765543115061554
kaydasheva_s001513,0.0,13.5798125,corpus,-46.008689824189986,-48.15853065710802,6.754006989580847,16.808595848712063
kaydasheva_s000339,0.0,15.7598125,corpus,-44.65870379917513,-45.74622033624088,6.754006989580847,19.431931700577948
kaydasheva_s001589,0.0,4.4898125,corpus,-39.8377644766147,-47.05948438644409,6.727494400587958,23.555448423780454
kaydasheva_s000016,0.0,12.0268125,corpus,-49.05823332294264,-52.874442872546965,6.7096502867046945,19.163312239508215
kaydasheva_s000386,0.0,8.73775,corpus,-42.64067416332952,-45.90166313968488,6.691122911007731,17.05603292219374
kaydasheva_s000026,0.0,17.6278125,corpus,-46.61196734968803,-47.14685261167329,6.64479465663673,15.138438765172806
kaydasheva_s000825,0.0,4.4698125,corpus,-41.69298360598434,-49.77264232635498,6.607079008560298,8.735205976634493
kaydasheva_s000384,0.0,11.61775,corpus,-45.48560200623924,-49.421710315503574,6.549185635549266,18.00131124095455
kaydasheva_s001158,0.0,6.2998125,corpus,-42.435060143849206,-48.34670854497839,6.445898875793944,18.410929265374065
kaydasheva_s002268,0.0,17.3998125,corpus,-46.20580549568965,-50.79862108230591,6.445521778747186,19.845286759863555
kaydasheva_s000833,0.0,12.9798125,corpus,-43.56479319144838,-46.46189267900255,6.440789654297609,19.35554191062478
kaydasheva_s001220,0.0,16.3198125,corpus,-43.31015433517157,-46.372265440044984,6.4302142149052,15.41607556129527
kaydasheva_s001549,0.0,12.7198125,corpus,-41.000730886399374,-42.75214977439391,6.4034246838147695,21.154117101173476
kaydasheva_s001840,0.0,8.5098125,corpus,-42.68979509400705,-46.247429960865084,6.4034246838147695,17.592215354128616
kaydasheva_s000353,0.0,10.9798125,corpus,-40.932907132285976,-44.54232188305223,6.371531460901459,20.866056296638227
kaydasheva_s000334,0.0,12.0028125,corpus,-46.56052734375,-48.000976877475004,6.362671694264149,19.77613664285412
kaydasheva_s000220,0.0,14.89475,corpus,-43.53061251259234,-46.268009749702784,6.351635568312722,19.69988212085425
kaydasheva_s000330,0.0,12.0898125,corpus,-43.498313430521094,-45.19741746151086,6.333590692236059,17.44452611914758
kaydasheva_s000030,0.0,7.99775,corpus,-47.305712890625,-49.66225233234343,6.309866400884327,3.663417586425089
kaydasheva_s001667,0.0,9.1298125,corpus,-43.05687380202629,-44.29812467098236,6.309866400884327,6.671154696085779
kaydasheva_s001165,0.0,10.0398125,corpus,-47.378093096364545,-58.760349642845895,6.309866400884327,4.978431791233682
kaydasheva_s001185,0.0,10.8378125,corpus,-41.96300593865314,-44.90842266672665,6.309863753660715,13.20958978007422
