file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
kaydasheva_s000423,0.0,10.79475,corpus,-41.88388771431882,-44.701233947161334,4.533346401676035,19.49537384774574
kaydasheva_s000163,0.0,12.7028125,corpus,-44.003949311023625,-46.33222639681113,4.533346401676035,19.148775793337755
kaydasheva_s001125,0.0,21.15675,corpus,-43.564224214319474,-44.922884855697404,4.5333437544524235,19.09008586570938
kaydasheva_s000319,0.0,8.0698125,corpus,-46.88397905049566,-51.31245211897225,4.5333437544524235,20.984712979124275
kaydasheva_s000951,0.0,9.2198125,corpus,-42.97340191160521,-45.49241505393499,4.533341107228812,21.66626826380344
kaydasheva_s001359,0.0,10.0298125,corpus,-43.643736758474574,-46.50958357101832,4.533335812781588,20.052252826254126
kaydasheva_s001983,0.0,6.1558125,corpus,-44.28875177556818,-48.80026069641113,4.53332522388714,20.365301613998582
kaydasheva_s001154,0.0,11.5298125,corpus,-47.53769040004337,-48.923740654348215,4.527765881496765,17.47123941911023
kaydasheva_s000482,0.0,11.9198125,corpus,-42.632835439387584,-44.21708083152771,4.526572927227871,19.962541354581813
kaydasheva_s001857,0.0,10.1398125,corpus,-46.14279000246548,-48.610572766035034,4.526553637795618,19.16324892094059
kaydasheva_s001794,0.0,7.55175,corpus,-43.730246274834435,-47.963698177014365,4.526553637795618,18.961646624291504
kaydasheva_s001487,0.0,6.8098125,corpus,-41.73529850403818,-44.374811575962944,4.526543993079492,11.540707430618511
kaydasheva_s000304,0.0,12.6198125,corpus,-44.26186732369255,-44.742013446071695,4.526543993079492,16.094019212760365
kaydasheva_s000164,0.0,11.3598125,corpus,-45.31241059639085,-45.806734526598895,4.526534348363365,18.653968960628646
kaydasheva_s001309,0.0,14.8698125,corpus,-42.82672484448554,-45.188767479312034,4.526534348363365,20.67325016719864
kaydasheva_s001842,0.0,14.31175,corpus,-45.677536469252274,-47.115140804346055,4.526534348363365,17.43527357842568
kaydasheva_s001236,0.0,13.7198125,corpus,-44.41427318695335,-45.2623362159729,4.520796020212991,8.209972326103287
kaydasheva_s000641,0.0,7.1098125,corpus,-40.30085267229254,-43.27283184344952,4.499215316546472,17.905431111381752
kaydasheva_s000698,0.0,5.3998125,corpus,-39.48645471643518,-46.2771608988444,4.499215316546472,19.364100277957554
kaydasheva_s001978,0.0,15.2198125,corpus,-42.06901640522339,-43.77369851224563,4.499215316546472,21.20755744892454
kaydasheva_s001977,0.0,11.39475,corpus,-46.83363627633889,-47.9342544555664,4.499215316546472,18.638763460185423
kaydasheva_s001709,0.0,11.79675,corpus,-45.514952992584746,-46.935657382011414,4.499215316546472,19.88354602736785
kaydasheva_s001199,0.0,12.2698125,corpus,-44.03534726466992,-45.593069753339215,4.496280812061193,18.00663902513657
kaydasheva_s000218,0.0,7.5048125,corpus,-41.45727083333333,-45.44497007642474,4.496275012653262,20.066483965163478
kaydasheva_s002232,0.0,11.9598125,corpus,-42.893133361204015,-44.61101556959606,4.487072454267631,18.524712412804558
kaydasheva_s001584,0.0,14.9098125,corpus,-47.33156753018109,-48.14820827872066,4.48560382111344,11.9039324843718
kaydasheva_s000477,0.0,13.3298125,corpus,-44.64145430888972,-46.759519178971,4.485601323369914,18.859895496524505
kaydasheva_s002171,0.0,11.5938125,corpus,-47.968679222389994,-51.770393233938314,4.485593830139337,15.190455818121967
kaydasheva_s000101,0.0,14.61775,corpus,-42.25725942629959,-43.576512281559715,4.484538728784997,15.780285335013675
kaydasheva_s001439,0.0,14.0198125,corpus,-46.27955877763909,-48.370277636519106,4.484538728784997,18.66769584116237
kaydasheva_s002088,0.0,13.6498125,corpus,-45.69293154761905,-47.52954385961805,4.484538728784997,18.64751260812313
kaydasheva_s000847,0.0,14.93175,corpus,-48.009073593436035,-47.940935173419994,4.484538728784997,11.688752421668733
kaydasheva_s002327,0.0,11.1098125,corpus,-47.55023275765077,-50.2561117869157,4.484533923412669,15.050901813132874
kaydasheva_s001764,0.0,8.8398125,corpus,-42.415206978223985,-47.455516934394836,4.484533923412669,12.112658792712917
kaydasheva_s000630,0.0,14.2498125,corpus,-45.981502192982454,-46.84016559307392,4.484530319383422,20.09279596346471
kaydasheva_s001297,0.0,4.9078125,corpus,-39.528648485234214,-47.82919174585587,4.4845291180403395,23.28763142267486
kaydasheva_s000931,0.0,14.2558125,corpus,-44.04397133590463,-44.24851359426975,4.4845291180403395,9.612642527929694
kaydasheva_s002058,0.0,12.8598125,corpus,-44.97217328440902,-47.695679613339,4.4845291180403395,19.166926043547765
kaydasheva_s002010,0.0,9.0948125,corpus,-45.44575512238724,-47.51078849792481,4.4845291180403395,12.072202068969288
kaydasheva_s001135,0.0,12.0338125,corpus,-47.04708281379884,-49.07180506607582,4.478048218557025,15.174564305341931
kaydasheva_s001290,0.0,14.9098125,corpus,-43.353417379275655,-46.006977137397314,4.478048218557025,16.74446607106072
kaydasheva_s001159,0.0,5.9098125,corpus,-50.068941016285955,-59.17062116924085,4.472350368117965,23.90411154290074
kaydasheva_s000670,0.0,5.8328125,corpus,-41.97607338121784,-45.32185308283026,4.472341406936546,19.564190373386044
kaydasheva_s002311,0.0,6.1598125,corpus,-40.766915457589285,-44.505077324661556,4.472341406936546,21.7168569745625
kaydasheva_s002071,0.0,15.9598125,corpus,-44.07889352286968,-46.54371895059182,4.472332445755126,20.882759293191818
kaydasheva_s000883,0.0,9.83575,corpus,-45.63627413617886,-47.96504852619577,4.472332445755126,14.946737258811893
kaydasheva_s002037,0.0,17.1198125,corpus,-44.90924357476636,-46.17792706675344,4.460266471349061,18.640756301463192
kaydasheva_s002068,0.0,10.9698125,corpus,-44.42912488605287,-47.302739215498214,4.460266471349061,20.130570678342544
kaydasheva_s000615,0.0,15.3598125,corpus,-40.90016428629557,-42.153934698310685,4.460247398984398,17.14666090847856
kaydasheva_s001820,0.0,14.85575,corpus,-43.600050996803496,-46.08874383653913,4.460247398984398,20.175231542700235
kaydasheva_s000098,0.0,12.7698125,corpus,-48.01278325665623,-51.68941702064893,4.460245014938816,22.075865970135247
kaydasheva_s001388,0.0,12.0888125,corpus,-46.841972963192724,-48.441995994717466,4.4602283266197364,13.374945898019808
kaydasheva_s001137,0.0,2.6718125,corpus,-44.26820722144195,-60.346379713578656,4.454277050169721,20.773023963162725
kaydasheva_s000640,0.0,6.5298125,corpus,-41.71305213916539,-44.70475394909199,4.454274078292206,17.74230490475812
kaydasheva_s000897,0.0,4.2698125,corpus,-37.785533610216625,-45.58580885262325,4.438159410470071,16.843768477844073
kaydasheva_s002325,0.0,9.8678125,corpus,-42.644519376899694,-45.32841090034036,4.438157918392845,21.569844995774744
kaydasheva_s001251,0.0,7.3698125,corpus,-44.00582757377883,-47.62331821441651,4.438151950083937,14.507882313302192
kaydasheva_s000271,0.0,7.6598125,corpus,-42.468438927872064,-46.89361822101432,4.419428180971942,19.580001114717263
kaydasheva_s001680,0.0,10.9398125,corpus,-44.12509283592322,-47.88793353239695,4.419428180971942,22.398419516411185
kaydasheva_s000144,0.0,8.5598125,corpus,-42.814512448890184,-46.66325989980546,4.419428180971942,20.235388118058754
kaydasheva_s002181,0.0,9.79775,corpus,-44.509331154336735,-47.912636405543275,4.411364380507626,19.886301213998426
kaydasheva_s001976,0.0,8.0088125,corpus,-43.5585888732834,-47.88068105304052,4.4082774511543095,16.151139181049498
kaydasheva_s002044,0.0,16.4498125,corpus,-46.59232522796353,-47.71832522940129,4.364313455910523,22.08689109041554
kaydasheva_s001356,0.0,8.63075,corpus,-41.89400619206257,-45.7375697072347,4.36429691280867,17.387872531079587
kaydasheva_s000830,0.0,7.7198125,corpus,-42.931190293069946,-46.08537753935783,4.36429691280867,8.937719719279324
kaydasheva_s002072,0.0,8.2098125,corpus,-41.28354807399513,-44.06017560134699,4.36429691280867,19.224054707102752
kaydasheva_s002231,0.0,4.2198125,corpus,-36.36830753850711,-42.12088114874704,4.36429691280867,23.431393295878692
kaydasheva_s002006,0.0,16.2098125,corpus,-43.43812654225786,-45.01693381293345,4.363134966265547,15.220568640838039
kaydasheva_s001683,0.0,16.6198125,corpus,-48.12439361462094,-51.542257481151154,4.35011582562965,7.724412901848355
kaydasheva_s001162,0.0,13.4298125,corpus,-44.03839933916605,-45.85636632467054,4.3439458646704745,18.404555036016014
kaydasheva_s000810,0.0,11.0298125,corpus,-42.65295288417951,-45.15926135483608,4.34392652848255,18.15109886173697
kaydasheva_s000666,0.0,14.6458125,corpus,-53.673026877133104,-56.692297725812764,4.340267470130109,4.380796143241094
kaydasheva_s001274,0.0,5.3398125,corpus,-37.56645745552434,-45.46562771464503,4.335481747802598,17.398106117695583
kaydasheva_s001286,0.0,8.33775,corpus,-44.488014276079134,-47.14326583014594,4.335481747802598,12.809561177813926
kaydasheva_s001191,0.0,4.9698125,corpus,-38.908301370724345,-45.52707952382613,4.335481747802598,20.65027741009573
kaydasheva_s000466,0.0,15.1398125,corpus,-44.12919005944518,-45.49329812186105,4.313656999166635,20.81962128239379
kaydasheva_s000592,0.0,10.2398125,corpus,-43.497039794921875,-45.82185733609083,4.303148059419966,20.165716917437823
kaydasheva_s001174,0.0,13.5198125,corpus,-46.59603827662722,-49.31327044963837,4.303148059419966,23.29192263462697
kaydasheva_s001095,0.0,11.9188125,corpus,-44.652317533557046,-45.99688126490666,4.303148059419966,19.263707348611405
kaydasheva_s000324,0.0,13.8648125,corpus,-46.75494340728716,-50.05635698758639,4.303141358777229,17.381401900332246
kaydasheva_s001643,0.0,13.0198125,corpus,-45.560084845430104,-46.3669744699943,4.303141358777229,11.015663470497499
kaydasheva_s001187,0.0,8.2998125,corpus,-42.6179593373494,-45.0371657448846,4.303141358777229,19.354608890386167
kaydasheva_s000383,0.0,14.5948125,corpus,-45.6573423577793,-46.94416148688204,4.303134658134493,19.092363633909322
kaydasheva_s000748,0.0,10.2598125,corpus,-44.21702911793372,-47.46911086159191,4.303134658134493,22.014069343448877
kaydasheva_s002104,0.0,13.2598125,corpus,-44.86859563536953,-46.13532662770105,4.303121256849019,20.1124441719431
kaydasheva_s002177,0.0,15.89775,corpus,-45.98297464622642,-47.95216837144436,4.303094454278073,19.93909506305951
kaydasheva_s001022,0.0,8.8298125,corpus,-44.5068348315402,-47.923028004964195,4.295932555608745,15.985426038901036
kaydasheva_s000879,0.0,13.17875,corpus,-43.38488713960546,-46.23156155563715,4.284660451772333,17.335888681536765
kaydasheva_s000700,0.0,13.93875,corpus,-45.32369474085366,-47.269866703174735,4.284660451772333,18.43440932054294
kaydasheva_s001302,0.0,18.1028125,corpus,-44.66132596685083,-44.26857270692524,4.282982191817032,13.100788507859548
kaydasheva_s001238,0.0,6.1828125,corpus,-42.943359375,-50.662940289111845,4.282982191817032,11.394630181605518
kaydasheva_s001287,0.0,7.2988125,corpus,-40.29723351883562,-44.037551817346795,4.282979789130867,14.981617695315157
kaydasheva_s000546,0.0,14.2798125,corpus,-47.63772540266106,-49.223413218622625,4.282977386444703,14.430902692636094
kaydasheva_s002134,0.0,10.0598125,corpus,-42.59906187872763,-46.080790073313615,4.282977386444703,17.700017574290108
kaydasheva_s001896,0.0,10.6898125,corpus,-45.05971921772685,-48.15131052424399,4.282972581072374,17.7337260646938
kaydasheva_s000370,0.0,12.4038125,corpus,-44.720186491935486,-44.96756333720927,4.282972581072374,17.402049706866066
kaydasheva_s001520,0.0,11.8408125,corpus,-45.982580236486484,-47.80319209974639,4.276074361109715,17.412175313093993
kaydasheva_s000138,0.0,10.9798125,corpus,-42.69862463000911,-45.15364492782439,4.2760731122379525,20.257986555754425
kaydasheva_s000321,0.0,13.4288125,corpus,-45.02853336746091,-46.93241173880441,4.2760731122379525,20.783420088367606
kaydasheva_s000061,0.0,14.3598125,corpus,-41.80048746518106,-43.463856721535706,4.2760731122379525,14.28772477706837
kaydasheva_s001358,0.0,12.8218125,corpus,-44.606818569617786,-46.49984990633451,4.2760731122379525,17.92417374003827
kaydasheva_s000457,0.0,8.2448125,corpus,-44.785938448118934,-49.05314180927892,4.2760731122379525,19.248988207498286
kaydasheva_s001068,0.0,14.6098125,corpus,-43.43231038244353,-45.48516381537164,4.2760731122379525,19.83512836049185
kaydasheva_s001060,0.0,18.6398125,corpus,-47.55169075241416,-48.07307108437143,4.223769408362876,21.19684006208446
kaydasheva_s001890,0.0,6.4998125,corpus,-41.10190805288462,-44.60500533005287,4.220959174777537,19.254684308262462
kaydasheva_s001123,0.0,7.2158125,corpus,-41.268971282029085,-44.96616098155146,4.220959174777537,16.693295234948085
kaydasheva_s001059,0.0,12.5388125,corpus,-44.105593351275914,-46.14799310449968,4.220956628458296,14.77952900456583
kaydasheva_s002224,0.0,9.45175,corpus,-43.394985945767196,-45.95651475044146,4.220938804223612,17.375288436400098
kaydasheva_s001127,0.0,11.7208125,corpus,-48.24924008105802,-51.00502014160156,4.220918433669686,9.039277015166679
kaydasheva_s001677,0.0,13.8828125,corpus,-47.856853386167145,-48.48786449432373,4.220918433669686,7.0532224784786965
kaydasheva_s000076,0.0,14.8238125,corpus,-42.23601446524966,-43.450807160597584,4.208772598243519,12.980451040626317
kaydasheva_s001711,0.0,6.3398125,corpus,-41.51846226833596,-48.1991205059114,4.208765463046949,24.673440498715824
kaydasheva_s001586,0.0,6.21375,corpus,-39.09782608695652,-51.70798796795784,4.208765463046949,25.556269744910125
kaydasheva_s001892,0.0,4.71775,corpus,-39.92457709878178,-46.758953496029505,4.20876427384752,21.448057298516474
kaydasheva_s001921,0.0,14.7498125,corpus,-44.00288930084746,-45.82477457468746,4.2087630846480915,20.54946516397773
kaydasheva_s002272,0.0,12.89875,corpus,-49.01183684593023,-50.71077988942464,4.194559492599275,14.439728874608301
kaydasheva_s000782,0.0,2.8478125,corpus,-34.44657689144737,-45.86176712036133,4.194558200301696,17.811388939585076
kaydasheva_s000493,0.0,13.2928125,corpus,-46.04868557185854,-48.073007187753355,4.194547861921065,15.034970951105805
kaydasheva_s000881,0.0,6.5918125,corpus,-41.62890625,-46.400724799544726,4.187829137914402,21.37607860939396
kaydasheva_s000326,0.0,7.01175,corpus,-41.31760152906562,-46.92635414248607,4.187823169605496,20.796957295973893
kaydasheva_s000579,0.0,13.81675,corpus,-45.07520803183792,-46.25628506558613,4.17668021608497,16.25839708265773
kaydasheva_s000851,0.0,12.1498125,corpus,-42.80446244855967,-44.58045268449627,4.17668021608497,19.136106627809998
kaydasheva_s002215,0.0,9.4498125,corpus,-42.39444031084656,-45.98186747947436,4.17668021608497,17.749107514505106
kaydasheva_s000750,0.0,5.5498125,corpus,-43.56739161036036,-50.4707905098244,4.176677644832602,21.264747264492872
kaydasheva_s002145,0.0,11.7798125,corpus,-43.60596283425297,-46.03022235631943,4.176639076047087,18.813989121794876
kaydasheva_s000215,0.0,9.6808125,corpus,-43.15771484375,-46.866990035839294,4.159730311561695,22.466709114840583
kaydasheva_s001991,0.0,9.9798125,corpus,-39.39782690380761,-41.962859811134706,4.127134732452835,20.79257344380022
kaydasheva_s000272,0.0,5.6398125,corpus,-40.017934812721634,-44.12034257253011,4.123994792387407,14.737128488983377
kaydasheva_s002086,0.0,15.0448125,corpus,-45.633035862699465,-47.73204695723439,4.123987748867748,17.856541015069425
kaydasheva_s001802,0.0,14.7298125,corpus,-45.72617001866938,-47.27429500096281,4.123980705348089,18.50593763408957
kaydasheva_s002330,0.0,11.3298125,corpus,-44.905660442409534,-45.62897731480974,4.122034954017789,20.311547647393574
kaydasheva_s000447,0.0,18.17175,corpus,-43.51513483764447,-45.52498671104168,4.122034954017789,20.552933901784705
kaydasheva_s002082,0.0,5.0268125,corpus,-41.357227727385684,-47.73619535857556,4.122015664585537,19.855302884083756
kaydasheva_s000134,0.0,14.81475,corpus,-44.77566888926401,-45.84469435108242,4.122015664585537,17.844445119538733
kaydasheva_s000342,0.0,15.6498125,corpus,-44.610857627795525,-46.34512662887573,4.122015664585537,18.533333689498438
kaydasheva_s000584,0.0,7.2498125,corpus,-39.129568965517244,-43.92967450068547,4.122015664585537,21.033149105424894
kaydasheva_s002131,0.0,11.3778125,corpus,-46.07847855338313,-48.89834567753955,4.1220132534065055,20.936150790415176
kaydasheva_s000515,0.0,13.7198125,corpus,-44.902064732142854,-48.10771380152021,4.1220132534065055,13.288455340038844
kaydasheva_s000587,0.0,19.3898125,corpus,-45.60595023207839,-46.45327780246735,4.121996375153284,19.164114608422153
kaydasheva_s001469,0.0,11.6008125,corpus,-49.113850350215515,-52.54416779677073,4.117650921642647,8.854635190716362
kaydasheva_s001064,0.0,12.0508125,corpus,-43.872977178423234,-45.085171822274084,4.107162179467967,19.493576329297355
kaydasheva_s000932,0.0,12.9498125,corpus,-44.227500603281854,-46.40984315961321,4.096500497024149,20.761074582617162
kaydasheva_s000067,0.0,14.09575,corpus,-46.99917996453901,-49.53842355637323,4.096500497024149,11.41667414330613
kaydasheva_s000530,0.0,6.0238125,corpus,-42.1664114410299,-47.428721377724095,4.0964825746613105,20.679255494035274
kaydasheva_s001749,0.0,5.7698125,corpus,-39.268681623700175,-44.31568134532255,4.0964825746613105,20.118369386468437
kaydasheva_s000229,0.0,12.9898125,corpus,-43.7726977482679,-46.30409799707998,4.0964825746613105,19.628937411955572
kaydasheva_s001757,0.0,6.3668125,corpus,-41.51518960949765,-46.352504917219576,4.096480334365955,16.368704258121547
kaydasheva_s001249,0.0,9.1418125,corpus,-44.47138265864333,-45.98161127350547,4.096480334365955,18.022363829308933
kaydasheva_s000787,0.0,15.9018125,corpus,-47.01184650157233,-47.95868412140877,4.08922699076841,20.127705572849454
kaydasheva_s000975,0.0,7.0998125,corpus,-43.42091219190141,-47.69259979248047,4.089216401873962,21.4540208962173
kaydasheva_s000149,0.0,12.7528125,corpus,-43.53186887254902,-44.85941624450684,4.089211107426738,21.103689595776466
kaydasheva_s000209,0.0,12.7998125,corpus,-41.98586730957031,-44.165105413218015,4.089211107426738,19.757931577799738
kaydasheva_s002262,0.0,7.4748125,corpus,-39.51850370230924,-42.4145271619161,4.089205812979515,16.860076436770544
kaydasheva_s002108,0.0,17.4858125,corpus,-42.41760023584906,-44.195432515371415,4.089205812979515,19.10911714645154
kaydasheva_s000053,0.0,8.7408125,corpus,-47.30844626001144,-49.12903864089757,4.08795227508921,18.323540077041468
kaydasheva_s000817,0.0,8.5858125,corpus,-40.77257348661234,-44.064491172631584,4.082997695902825,18.253790505788157
kaydasheva_s000691,0.0,10.49075,corpus,-44.08253396091516,-46.89307530721029,4.081430460221395,20.80849632844722
kaydasheva_s000694,0.0,10.1098125,corpus,-45.10484668644906,-47.676063137289916,4.081428057535231,17.981540354359417
kaydasheva_s002148,0.0,4.8898125,corpus,-38.65204419095092,-44.79235757480968,4.081426856192149,20.754314458312482
kaydasheva_s001228,0.0,4.41675,corpus,-37.050529376414026,-43.11644769483997,4.081426856192149,20.54518531140849
kaydasheva_s001625,0.0,10.27075,corpus,-42.130975383398244,-44.1881258171725,4.081425654849066,15.386690961146456
kaydasheva_s001804,0.0,9.3998125,corpus,-46.57256898271277,-48.113064765930176,4.081425654849066,18.993491266896296
kaydasheva_s000192,0.0,15.4698125,corpus,-45.24236930349063,-47.75888276100159,4.081425654849066,20.008118195955884
kaydasheva_s001209,0.0,10.0598125,corpus,-47.267255839960235,-49.18786862492561,4.081425654849066,23.99298066162146
kaydasheva_s000688,0.0,11.7188125,corpus,-47.87163035942833,-50.014138522901035,4.081425654849066,18.788583965045753
kaydasheva_s001839,0.0,8.0988125,corpus,-42.958646797839506,-47.37039822437724,4.073262022532981,16.762426181476794
kaydasheva_s000345,0.0,12.07675,corpus,-46.23200150041391,-49.33784370422363,4.070115817781151,20.603743407181618
kaydasheva_s001795,0.0,13.3998125,corpus,-43.224352845149255,-44.81303352355957,4.070108144693934,20.265813911848127
kaydasheva_s000934,0.0,7.7298125,corpus,-38.816320342820184,-43.672718987948656,4.070106865846064,18.39813207784065
kaydasheva_s001368,0.0,4.3438125,corpus,-38.79610995103687,-47.01584315299988,4.070105586998194,21.814910344517124
kaydasheva_s001300,0.0,6.5198125,corpus,-44.032016871165645,-51.216997888353134,4.070105586998194,20.803661041192594
kaydasheva_s002102,0.0,9.6998125,corpus,-43.30403511597938,-45.98860608963739,4.070105586998194,8.87935097524879
kaydasheva_s001814,0.0,6.9498125,corpus,-40.20509779676259,-43.81279989083608,4.070105586998194,19.409740246688635
kaydasheva_s000600,0.0,9.7898125,corpus,-43.05458774897855,-45.748435548011294,4.070095356215238,23.579678932437645
kaydasheva_s000151,0.0,19.4858125,corpus,-47.66590639430477,-48.7531417388916,4.070095356215238,6.489724848583757
kaydasheva_s000414,0.0,18.1468125,corpus,-46.17658402203857,-47.50896949768067,4.066552394336567,17.287113245698606
kaydasheva_s001435,0.0,13.9078125,corpus,-43.24471771657081,-44.05806915095595,4.066547398849516,18.42285871063181
kaydasheva_s000265,0.0,10.5598125,corpus,-45.021377101089016,-47.86827672046164,4.066547398849516,19.332786337235447
kaydasheva_s000410,0.0,4.13375,corpus,-40.7410856159201,-51.03412836790085,4.066547398849516,16.24057360142377
kaydasheva_s000552,0.0,7.5488125,corpus,-42.53290045529801,-47.07065067571752,4.066547398849516,20.506756025478424
kaydasheva_s001476,0.0,16.3598125,corpus,-43.963415915342296,-46.09498842784337,4.066542403362464,19.45778238605805
kaydasheva_s000722,0.0,11.5938125,corpus,-44.294862893658326,-47.694203985742774,4.0642871321088485,16.88789088248485
kaydasheva_s000150,0.0,8.3878125,corpus,-41.20461486889154,-45.58635732014974,4.060280839649659,18.851674513435245
kaydasheva_s000837,0.0,13.8598125,corpus,-43.827166756854254,-44.15208204587301,4.060280839649659,21.715233561789237
kaydasheva_s000242,0.0,12.0588125,corpus,-46.645441412728026,-48.01099078885971,4.060280839649659,7.690475850004896
kaydasheva_s001339,0.0,3.9298125,corpus,-35.69417690442112,-44.44131364493534,4.060266535376162,24.157646192831876
kaydasheva_s000784,0.0,7.6798125,corpus,-43.38236999511719,-49.48750101933714,4.060266535376162,4.7656278520521465
kaydasheva_s002274,0.0,4.51375,corpus,-38.62654604351441,-44.19102234675967,4.060266535376162,20.00300888187732
kaydasheva_s001975,0.0,15.0998125,corpus,-44.038850372516556,-46.54541179305273,4.060261767284996,23.475083575003147
kaydasheva_s001900,0.0,12.9898125,corpus,-44.53487057351809,-45.51153349876404,4.060261767284996,20.614174961121172
kaydasheva_s001334,0.0,13.9398125,corpus,-45.51861493454089,-46.721878085516195,4.060242694920334,16.910543375996923
kaydasheva_s002317,0.0,13.9318125,corpus,-43.38064204953338,-44.54964007705939,4.01737152386205,19.40751242757056
kaydasheva_s000388,0.0,15.6498125,corpus,-43.62866413738019,-44.84301670985435,4.01737152386205,22.29847866799997
kaydasheva_s000361,0.0,9.2798125,corpus,-42.758469154094826,-45.267720990710785,4.0173549807601985,21.006992437891732
kaydasheva_s001142,0.0,8.6388125,corpus,-42.67539695457176,-46.71513011720445,4.0173549807601985,19.57736991114713
kaydasheva_s001927,0.0,6.7598125,corpus,-43.432920557507394,-49.458147852044355,4.0173549807601985,18.67222189346746
kaydasheva_s000693,0.0,8.4678125,corpus,-41.2173664403778,-44.82671000740745,4.0173549807601985,20.476792663487412
kaydasheva_s000741,0.0,11.81675,corpus,-42.44993258248731,-45.720170038087026,4.015960510657856,21.14651678370976
kaydasheva_s001015,0.0,14.8288125,corpus,-43.74108384608901,-45.29216762542725,4.015960510657856,17.998347311067096
kaydasheva_s000890,0.0,10.7378125,corpus,-43.88370722765363,-46.33754270726984,4.015960510657856,19.446550088047104
kaydasheva_s000668,0.0,13.4878125,corpus,-43.052214603409936,-44.31878405169022,4.015960510657856,16.776207138641986
kaydasheva_s002007,0.0,10.7828125,corpus,-45.36723823051948,-47.97123921474564,4.015960510657856,8.770406352642404
kaydasheva_s001126,0.0,16.4798125,corpus,-46.81921742263349,-47.849207015264604,4.015960510657856,13.61462145702004
kaydasheva_s001269,0.0,14.1998125,corpus,-44.94675671214789,-46.75386077335903,4.015957702609174,17.176906579410044
kaydasheva_s002186,0.0,11.3398125,corpus,-43.6561397707231,-46.13926432425516,4.009785879003591,17.922057512494675
kaydasheva_s001252,0.0,14.3798125,corpus,-50.710964664464534,-54.81947010247282,4.009262988535015,20.40590830828384
kaydasheva_s001094,0.0,12.4438125,corpus,-43.22611032958199,-45.08635705467162,4.009253474939587,21.10070229999066
kaydasheva_s001333,0.0,9.63775,corpus,-42.15500194502075,-44.663377234276304,4.009251096540731,19.624572264786963
kaydasheva_s001437,0.0,11.6298125,corpus,-44.82418180352536,-46.82274683681103,4.009249907341302,21.889659538429918
kaydasheva_s000411,0.0,7.7398125,corpus,-41.47530583817829,-45.426173746585846,4.009248718141874,19.64352337527469
kaydasheva_s000086,0.0,12.8298125,corpus,-48.22606927123928,-50.93954484727647,3.990182277543023,5.741943263090782
kaydasheva_s001939,0.0,10.0298125,corpus,-44.512022526171485,-47.188246714917916,3.990182277543023,19.232043427522257
kaydasheva_s000994,0.0,13.49475,corpus,-45.472207422164566,-47.73221253449062,3.990182277543023,18.812502428099876
kaydasheva_s001170,0.0,11.1698125,corpus,-42.40250111906894,-45.46993272444781,3.990182277543023,20.441358567422697
kaydasheva_s001922,0.0,7.3858125,corpus,-42.84182330429635,-47.2688108415746,3.990182277543023,16.81276810624585
kaydasheva_s001226,0.0,16.4098125,corpus,-44.879008607556365,-44.98383158662894,3.979193152993282,18.44367380207909
kaydasheva_s000443,0.0,14.2958125,corpus,-45.423735249125876,-47.21471392822266,3.979193152993282,17.993229521411777
kaydasheva_s000808,0.0,10.5998125,corpus,-43.14498820754717,-46.35490329613847,3.9777520200957666,21.81916910242161
kaydasheva_s000282,0.0,13.3798125,corpus,-46.780537649476834,-48.433165266707135,3.9777520200957666,18.003166047236384
kaydasheva_s002097,0.0,12.7028125,corpus,-43.071850393700785,-44.43963101284563,3.977741681715136,17.238674597521317
kaydasheva_s000489,0.0,15.4388125,corpus,-44.0221927623057,-44.44267514725806,3.960213266125268,15.824858798648041
kaydasheva_s001698,0.0,10.6198125,corpus,-42.77391198799435,-44.91675015792106,3.95567030020729,20.70653153911577
kaydasheva_s000301,0.0,9.5598125,corpus,-43.51043573483263,-46.3104732632637,3.9384273315133047,21.415192763384443
kaydasheva_s000448,0.0,11.9698125,corpus,-42.01839233500418,-44.48370936938694,3.9384079953253797,20.531628016833423
kaydasheva_s001915,0.0,15.9098125,corpus,-45.74298790069139,-47.45429107504831,3.9375122940537737,20.98620358527727
kaydasheva_s001201,0.0,4.8808125,corpus,-41.42193903688525,-46.999740064144135,3.93750035743596,19.301159337892983
kaydasheva_s000452,0.0,7.2368125,corpus,-44.718803953729285,-49.89860747655233,3.9374973732815066,17.262146952777666
kaydasheva_s001258,0.0,17.6708125,corpus,-44.795950940860216,-46.033826486223695,3.937488420818146,19.389408423718145
kaydasheva_s000393,0.0,12.4798125,corpus,-41.16061636117789,-43.28110383514665,3.937488420818146,19.370644219564614
kaydasheva_s000258,0.0,6.7798125,corpus,-45.216451189159294,-50.763138557547954,3.9335285663945965,20.33639822447394
kaydasheva_s001800,0.0,3.7398125,corpus,-47.85762032085562,-61.01425109371062,3.9317066570900114,8.735481285647236
kaydasheva_s002074,0.0,7.9798125,corpus,-42.77418154761905,-45.951947930740985,3.91113651595975,21.058914280476593
kaydasheva_s000846,0.0,15.1298125,corpus,-46.22729572868473,-47.247225517450374,3.9080602941037244,21.058777320584447
kaydasheva_s001184,0.0,14.5278125,corpus,-44.891512173090156,-45.907499997120986,3.8970922778038983,19.178574913928458
kaydasheva_s000419,0.0,7.3898125,corpus,-42.27943959320027,-46.33667148760895,3.886398034081546,11.464036118739365
kaydasheva_s000581,0.0,9.4658125,corpus,-46.58529402059134,-48.845455169677734,3.8798751245965115,18.738698377789294
